id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,86558,205,62,348,347,510.0,142.5,1.0253503322601318,0.9862116575241089,0,0,640,480
1,32721,0,0,117,478,70.0,22.5,1.0134047269821167,0.9801944494247437,0,0,640,480
2,37321,451,11,152,455,490.0,427.5,1.0133841037750244,0.9813153743743896,0,0,640,480
3,2069,14,306,56,50,70.0,337.5,1.0130263566970825,0.9884726405143738,0,0,640,480
4,344,0,0,22,28,10.0,7.5,1.0098544359207153,0.9912790656089783,0,0,640,480
5,8269,300,8,151,59,410.0,37.5,1.0049481391906738,0.9860173463821411,0,0,640,480
6,14635,0,207,88,271,10.0,217.5,0.9997437000274658,0.9687920212745667,0,0,640,480
7,33124,0,0,191,478,30.0,202.5,0.9982991218566895,0.9870484471321106,0,0,640,480
8,3282,475,257,52,90,490.0,277.5,0.9977284669876099,0.9848896861076355,0,0,640,480
9,51625,125,0,173,478,270.0,52.5,0.9971455335617065,0.9573625326156616,0,0,640,480
10,8952,299,405,151,63,310.0,457.5,0.996978759765625,0.9892078042030334,0,0,640,480
11,15039,404,146,83,229,470.0,172.5,0.988487720489502,0.9689502120018005,0,0,640,480
12,2939,292,0,313,12,550.0,7.5,0.9810919165611267,0.9708835482597351,0,0,640,480
13,1630,186,393,57,85,230.0,412.5,0.9808998107910156,0.9818071722984314,0,0,640,480
14,689,99,0,24,52,110.0,37.5,0.9807502627372742,0.9798561334609985,0,0,640,480
15,716,0,415,47,18,30.0,427.5,0.978447675704956,0.9737206101417542,0,0,640,480
16,940,0,384,35,31,30.0,397.5,0.9776279330253601,0.992584764957428,0,0,640,480
17,111,382,302,10,12,390.0,307.5,0.9770227670669556,1.0,0,0,640,480
18,1326,201,0,41,78,230.0,37.5,0.9769526124000549,0.9857571125030518,0,0,640,480
19,288,185,467,26,12,190.0,472.5,0.9767951369285583,0.9931034445762634,0,0,640,480
20,943,406,145,68,23,410.0,157.5,0.9738991856575012,0.9831932783126831,0,0,640,480
21,22923,356,146,171,229,410.0,277.5,0.9736061096191406,0.982703447341919,0,0,640,480
22,813,0,431,51,28,30.0,442.5,0.9712724089622498,0.9745762944221497,0,0,640,480
23,1082,487,217,31,43,510.0,247.5,0.9696655869483948,0.9753649830818176,0,0,640,480
24,17180,299,8,159,461,310.0,37.5,0.9695332050323486,0.9690280556678772,0,0,640,480
25,17946,293,0,342,478,630.0,217.5,0.9691083431243896,0.9544163942337036,0,0,640,480
26,1242,0,363,35,52,30.0,397.5,0.9688044786453247,0.9745830297470093,0,0,640,480
27,14862,601,0,34,478,630.0,7.5,0.9684619903564453,0.9708769917488098,0,0,640,480
28,195,200,0,24,8,210.0,7.5,0.967730700969696,0.9797979593276978,0,0,640,480
29,951,27,388,44,28,50.0,412.5,0.9672665596008301,0.9812695384025574,0,0,640,480
30,51373,125,0,473,478,150.0,82.5,0.9645825624465942,0.9510186314582825,0,0,640,480
31,51306,125,0,286,477,170.0,397.5,0.9625653028488159,0.9536575078964233,0,0,640,480
32,1447,99,0,26,124,110.0,37.5,0.9607073068618774,0.9733242392539978,0,0,640,480
33,280,0,371,23,14,10.0,382.5,0.9602512717247009,0.9822695255279541,0,0,640,480
34,662,150,116,58,62,190.0,142.5,0.9594060182571411,0.9716840386390686,0,0,640,480
35,4458,475,217,52,130,510.0,262.5,0.9576590061187744,0.9778122901916504,0,0,640,480
36,1492,275,401,23,64,290.0,442.5,0.9568309187889099,0.9939799308776855,0,0,640,480
37,242,322,424,14,19,330.0,427.5,0.9565658569335938,0.9795918464660645,0,0,640,480
38,584,43,223,24,39,50.0,232.5,0.9516744613647461,0.9530988335609436,0,0,640,480
39,548,354,263,36,30,390.0,292.5,0.9477734565734863,0.9783783555030823,0,0,640,480
40,205,409,34,14,15,410.0,37.5,0.9456927180290222,0.966183602809906,0,0,640,480
41,360,428,172,23,20,450.0,187.5,0.942282497882843,0.9752747416496277,0,0,640,480
42,163,402,179,13,14,410.0,187.5,0.9421173930168152,0.9939024448394775,0,0,640,480
43,488,322,424,15,42,330.0,427.5,0.9387862682342529,0.9618473649024963,0,0,640,480
