id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,50774,0,0,115,478,50.0,7.5,1.0450245141983032,0.985683262348175,0,0,640,480
1,50835,0,0,201,478,30.0,82.5,1.0129756927490234,0.9924347996711731,0,0,640,480
2,78150,139,2,460,452,170.0,232.5,1.011858344078064,0.9738134741783142,0,0,640,480
3,33605,158,171,264,288,330.0,187.5,1.0084621906280518,0.9755437970161438,0,0,640,480
4,2655,216,123,55,61,250.0,142.5,1.0049622058868408,0.9895091652870178,0,0,640,480
5,3273,0,0,52,132,10.0,22.5,1.0032037496566772,0.9926874041557312,0,0,640,480
6,37204,219,20,342,252,370.0,247.5,1.0007671117782593,0.9500380754470825,0,0,640,480
7,1581,542,161,54,41,550.0,202.5,1.000434398651123,0.9868173003196716,0,0,640,480
8,1876,246,23,49,69,250.0,67.5,0.9961614012718201,0.9904357194900513,0,0,640,480
9,792,187,441,37,38,210.0,472.5,0.992919921875,0.975093424320221,0,0,640,480
10,53706,0,0,639,478,10.0,382.5,0.990501880645752,0.970397412776947,0,0,640,480
11,296,196,0,25,15,210.0,7.5,0.9873853921890259,0.9966216087341309,0,0,640,480
12,367,501,281,22,28,510.0,292.5,0.9809100031852722,0.9945799708366394,0,0,640,480
13,411,248,21,19,28,250.0,22.5,0.9796338677406311,0.990314781665802,0,0,640,480
14,1852,266,172,54,45,290.0,217.5,0.9767711758613586,0.9677248597145081,0,0,640,480
15,815,391,143,36,28,410.0,157.5,0.976579487323761,0.9781287908554077,0,0,640,480
16,2067,499,151,47,55,510.0,202.5,0.976453423500061,0.9770992398262024,0,0,640,480
17,1353,453,0,147,11,590.0,7.5,0.9755168557167053,0.9852724671363831,0,0,640,480
18,1497,415,247,46,43,450.0,277.5,0.9752704501152039,0.9820716977119446,0,0,640,480
19,286,187,467,27,12,190.0,472.5,0.9750663638114929,0.9757785201072693,0,0,640,480
20,3439,446,192,52,83,450.0,217.5,0.9747799038887024,0.9824207425117493,0,0,640,480
21,685,98,0,25,52,110.0,22.5,0.9744160771369934,0.9726618528366089,0,0,640,480
22,541,426,145,26,26,430.0,157.5,0.9715681076049805,0.9798534512519836,0,0,640,480
23,724,459,20,24,38,470.0,52.5,0.9714710116386414,0.9794801473617554,0,0,640,480
24,329,127,30,35,11,150.0,37.5,0.9712980389595032,0.9849397540092468,0,0,640,480
25,1217,313,64,32,57,330.0,82.5,0.970179557800293,0.9812551140785217,0,0,640,480
