id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.1409
1,0,background,1.00,0.0307
2,80,lettuce,0.90,0.1292
3,0,background,0.99,0.3963
4,0,background,1.00,0.0029
5,0,background,1.00,0.0079
6,80,lettuce,0.96,0.0025
7,80,lettuce,0.93,0.0027
8,80,lettuce,0.95,0.0063
9,0,background,1.00,0.0020
10,80,lettuce,1.00,0.0011
11,0,background,1.00,0.0024
12,85,asparagus,0.64,0.0013
13,80,lettuce,0.67,0.0071
14,85,asparagus,0.84,0.0027
15,0,background,1.00,0.0010
16,80,lettuce,0.85,0.0013
17,0,background,1.00,0.1421
18,85,asparagus,0.83,0.0027
19,0,background,1.00,0.0311
20,0,background,1.00,0.0131
21,80,lettuce,0.86,0.0012
22,0,background,1.00,0.0021
23,0,background,1.00,0.0053
24,0,background,1.00,0.0021
25,80,lettuce,1.00,0.0014
26,80,lettuce,1.00,0.0037
27,0,background,1.00,0.0004
28,85,asparagus,0.98,0.0038
29,0,background,1.00,0.0007
30,80,lettuce,1.00,0.0025
31,80,lettuce,1.00,0.0019
32,0,background,1.00,0.0012
33,85,asparagus,0.46,0.0022
34,0,background,1.00,0.0024
35,0,background,1.00,0.0010
36,85,asparagus,0.95,0.0031
37,80,lettuce,1.00,0.0021
38,96,French beans,0.69,0.0005
39,80,lettuce,1.00,0.0049
40,96,French beans,0.99,0.0014
41,0,background,1.00,0.0001
42,80,lettuce,1.00,0.0030
43,0,background,1.00,0.0036
44,85,asparagus,0.55,0.0046
45,80,lettuce,0.98,0.0013
46,0,background,1.00,0.0011
47,85,asparagus,0.79,0.0014
48,85,asparagus,0.99,0.0006
49,96,French beans,0.89,0.0017
50,80,lettuce,1.00,0.0029
51,80,lettuce,1.00,0.0015
52,0,background,1.00,0.0006
53,80,lettuce,1.00,0.0008
54,0,background,0.59,0.0009
55,0,background,1.00,0.0100
56,80,lettuce,1.00,0.0042
57,80,lettuce,0.99,0.0063
58,96,French beans,0.48,0.0024
59,0,background,1.00,0.0030
60,0,background,1.00,0.0001
61,80,lettuce,0.88,0.0036
62,0,background,1.00,0.0021
63,85,asparagus,0.52,0.0011
64,85,asparagus,0.96,0.0014
65,85,asparagus,0.77,0.0041
66,80,lettuce,0.92,0.0014
67,80,lettuce,1.00,0.0016
68,85,asparagus,0.72,0.0009
69,80,lettuce,0.87,0.0185
70,80,lettuce,0.93,0.0072
