id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.5262
1,0,background,1.00,0.1430
2,0,background,0.99,0.0330
3,0,background,1.00,0.0137
4,84,carrot,1.00,0.0080
5,84,carrot,0.99,0.0077
6,84,carrot,0.98,0.0035
7,0,background,1.00,0.0056
8,0,background,0.41,0.0010
9,84,carrot,1.00,0.0039
10,84,carrot,1.00,0.0039
11,84,carrot,1.00,0.0076
12,84,carrot,1.00,0.0052
13,84,carrot,1.00,0.0676
14,0,background,1.00,0.0058
15,0,background,1.00,0.0006
16,84,carrot,0.99,0.0126
17,0,background,1.00,0.0035
18,0,background,1.00,0.0046
19,84,carrot,1.00,0.0104
20,0,background,1.00,0.0009
21,84,carrot,0.99,0.0117
22,0,background,1.00,0.0022
23,0,background,1.00,0.0028
24,0,background,1.00,0.0026
25,0,background,1.00,0.0084
26,0,background,1.00,0.0010
27,0,background,1.00,0.0020
28,0,background,1.00,0.0056
29,0,background,1.00,0.0014
30,0,background,1.00,0.0056
31,0,background,1.00,0.0020
32,0,background,1.00,0.0016
33,0,background,1.00,0.0009
34,0,background,1.00,0.0010
35,84,carrot,1.00,0.0136
36,0,background,1.00,0.0026
37,0,background,1.00,0.0033
38,0,background,1.00,0.0024
39,0,background,1.00,0.0016
40,0,background,1.00,0.0024
41,0,background,1.00,0.0011
42,84,carrot,1.00,0.0004
43,0,background,1.00,0.0032
44,0,background,1.00,0.0033
45,0,background,1.00,0.0025
