id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.1775
1,0,background,1.00,0.1786
2,0,background,0.99,0.2459
3,35,olives,0.91,0.0042
4,48,chicken duck,0.93,0.0434
5,48,chicken duck,0.99,0.0512
6,0,background,1.00,0.0204
7,0,background,0.96,0.0135
8,48,chicken duck,1.00,0.0029
9,80,lettuce,1.00,0.0174
10,48,chicken duck,0.85,0.0461
11,0,background,1.00,0.0027
12,80,lettuce,1.00,0.0053
13,80,lettuce,1.00,0.0060
14,0,background,1.00,0.0034
15,80,lettuce,1.00,0.0114
16,0,background,1.00,0.0034
17,80,lettuce,0.88,0.0013
18,80,lettuce,1.00,0.0011
19,80,lettuce,1.00,0.0026
20,94,pepper,0.50,0.0016
21,80,lettuce,1.00,0.0024
22,48,chicken duck,0.98,0.0018
23,80,lettuce,1.00,0.0129
24,48,chicken duck,0.99,0.0207
25,94,pepper,0.75,0.0087
26,84,carrot,0.76,0.0047
27,80,lettuce,1.00,0.0068
28,84,carrot,0.99,0.0059
29,48,chicken duck,0.65,0.0019
30,80,lettuce,1.00,0.0048
31,80,lettuce,1.00,0.0081
32,0,background,1.00,0.0358
33,80,lettuce,0.99,0.0060
34,0,background,0.93,0.0029
35,0,background,1.00,0.0055
36,0,background,1.00,0.0023
37,48,chicken duck,0.76,0.0218
38,80,lettuce,0.84,0.0046
39,80,lettuce,0.68,0.0042
40,84,carrot,0.66,0.0022
41,0,background,1.00,0.0001
42,0,background,1.00,0.0011
43,0,background,1.00,0.0016
44,80,lettuce,1.00,0.0029
45,48,chicken duck,0.70,0.0052
46,80,lettuce,0.91,0.0071
47,80,lettuce,1.00,0.0007
48,80,lettuce,1.00,0.0049
49,84,carrot,0.99,0.0053
50,80,lettuce,0.85,0.0014
51,0,background,1.00,0.0015
52,80,lettuce,1.00,0.0011
53,80,lettuce,1.00,0.0391
