id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,34316,313,180,216,229,390.0,322.5,1.0210663080215454,0.9858213663101196,0,0,640,480
1,53939,0,0,115,478,110.0,442.5,1.018855333328247,0.9893457889556885,0,0,640,480
2,54096,0,0,639,478,110.0,82.5,1.0132596492767334,0.9788404107093811,0,0,640,480
3,136018,150,3,459,455,390.0,52.5,1.0128604173660278,0.9835430979728699,0,0,640,480
4,861,203,222,43,22,210.0,232.5,0.996250331401825,0.988452672958374,0,0,640,480
5,2248,298,452,151,20,430.0,472.5,0.9928217530250549,0.960629940032959,0,0,640,480
6,887,190,436,39,42,210.0,442.5,0.9909166097640991,0.9888017773628235,0,0,640,480
7,248,204,0,26,10,210.0,7.5,0.9897401928901672,0.9959839582443237,0,0,640,480
8,3126,479,317,51,84,490.0,397.5,0.9881874918937683,0.9775742292404175,0,0,640,480
9,1296,518,14,82,60,590.0,37.5,0.9861845374107361,0.9786747694015503,0,0,640,480
10,522,357,311,22,37,370.0,337.5,0.9859668016433716,0.9792060256004333,0,0,640,480
11,34375,228,180,363,241,490.0,232.5,0.9833048582077026,0.9654839634895325,0,0,640,480
12,311,288,385,20,24,290.0,397.5,0.9761402606964111,0.9808917045593262,0,0,640,480
13,970,230,239,34,37,250.0,247.5,0.9740620255470276,0.9887179732322693,0,0,640,480
14,433,214,244,20,27,230.0,262.5,0.9714285135269165,0.9794520735740662,0,0,640,480
15,671,97,0,23,54,110.0,37.5,0.9711547493934631,0.9779411554336548,0,0,640,480
16,131,407,398,12,14,410.0,412.5,0.9635182023048401,0.9774436354637146,0,0,640,480
17,1481,97,0,26,127,110.0,37.5,0.9612740278244019,0.9739478826522827,0,0,640,480
18,1275,203,222,43,49,210.0,232.5,0.958977460861206,0.9798761606216431,0,0,640,480
19,601,231,276,26,42,250.0,307.5,0.9588698744773865,0.9721311330795288,0,0,640,480
20,16896,204,222,186,186,250.0,292.5,0.957656741142273,0.9579841494560242,0,0,640,480
21,1986,216,440,80,33,270.0,457.5,0.9562891125679016,0.9606686234474182,0,0,640,480
22,162,581,414,29,16,610.0,427.5,0.9533705115318298,0.9938650131225586,0,0,640,480
23,1371,262,244,59,44,310.0,277.5,0.9505529999732971,0.9684134721755981,0,0,640,480
24,365,124,66,44,8,150.0,67.5,0.9437882304191589,0.9863387942314148,0,0,640,480
25,836,110,53,13,74,110.0,67.5,0.9427312016487122,0.9774346947669983,0,0,640,480
26,2106,417,0,183,68,510.0,7.5,0.9350339770317078,0.957909345626831,0,0,640,480
27,411,368,351,25,24,390.0,367.5,0.9311157464981079,0.9783653616905212,0,0,640,480
28,281,501,451,24,27,510.0,457.5,0.9295977354049683,0.9718309640884399,0,0,640,480
29,372,283,234,29,31,310.0,262.5,0.9249722957611084,0.9552631378173828,0,0,640,480
30,3948,313,302,78,86,350.0,352.5,0.922568142414093,0.9523927569389343,0,0,640,480
31,4129,468,211,59,123,490.0,307.5,0.9183223843574524,0.9514333009719849,0,0,640,480
32,315,238,0,56,9,250.0,7.5,0.9154553413391113,0.9506173133850098,0,0,640,480
33,132,143,120,15,12,150.0,127.5,0.8953017592430115,0.9924242496490479,0,0,640,480
34,3495,631,0,8,478,630.0,472.5,0.8917415142059326,0.9717274308204651,0,0,640,480
