id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.3227
1,0,background,1.00,0.1757
2,0,background,1.00,0.1752
3,0,background,1.00,0.2284
4,0,background,1.00,0.1818
5,0,background,1.00,0.0226
6,0,background,1.00,0.0164
7,70,potato,1.00,0.0071
8,70,potato,1.00,0.0074
9,0,background,1.00,0.0399
10,70,potato,1.00,0.0067
11,0,background,1.00,0.0620
12,0,background,1.00,0.0406
13,70,potato,1.00,0.0058
14,0,background,1.00,0.2279
15,0,background,1.00,0.0099
16,0,background,1.00,0.0113
17,0,background,1.00,0.0008
18,0,background,1.00,0.0565
19,0,background,1.00,0.0047
20,0,background,1.00,0.0010
21,70,potato,1.00,0.0075
22,0,background,1.00,0.0053
23,0,background,1.00,0.0022
24,0,background,1.00,0.0436
25,0,background,1.00,0.0435
26,0,background,1.00,0.0007
27,0,background,1.00,0.0038
28,0,background,1.00,0.0016
29,70,potato,1.00,0.0019
30,0,background,1.00,0.0072
31,70,potato,1.00,0.0135
32,0,background,1.00,0.0030
33,70,potato,1.00,0.0136
34,0,background,1.00,0.0053
35,0,background,1.00,0.0007
36,70,potato,1.00,0.0135
37,0,background,1.00,0.0014
38,70,potato,1.00,0.0141
39,0,background,1.00,0.0005
40,0,background,1.00,0.0003
41,70,potato,1.00,0.0351
42,0,background,1.00,0.0007
43,70,potato,1.00,0.0141
