id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.1762
1,0,background,0.67,0.6674
2,0,background,1.00,0.0112
3,0,background,1.00,0.1766
4,0,background,1.00,0.1766
5,84,carrot,1.00,0.0064
6,73,tomato,0.97,0.0048
7,94,pepper,0.64,0.0119
8,94,pepper,0.73,0.0045
9,0,background,1.00,0.0008
10,73,tomato,1.00,0.0035
11,73,tomato,0.81,0.0043
12,73,tomato,0.95,0.0052
13,73,tomato,0.84,0.0038
14,73,tomato,0.96,0.0047
15,84,carrot,1.00,0.0031
16,73,tomato,0.80,0.0038
17,94,pepper,0.59,0.0025
18,84,carrot,0.99,0.0026
19,0,background,1.00,0.0008
20,73,tomato,0.90,0.0041
21,94,pepper,0.69,0.0021
22,94,pepper,0.96,0.0037
23,84,carrot,0.80,0.0024
24,84,carrot,0.74,0.0075
25,73,tomato,0.88,0.0089
26,0,background,1.00,0.0016
27,73,tomato,0.59,0.0049
28,84,carrot,0.98,0.0068
29,84,carrot,1.00,0.0068
30,84,carrot,0.53,0.0028
31,84,carrot,1.00,0.0011
32,94,pepper,0.77,0.0060
33,0,background,1.00,0.0003
34,94,pepper,0.55,0.0120
35,84,carrot,0.72,0.0010
36,84,carrot,1.00,0.0014
37,94,pepper,0.67,0.0071
38,0,background,1.00,0.0154
39,0,background,1.00,0.0008
40,73,tomato,0.91,0.0073
41,84,carrot,1.00,0.0009
42,84,carrot,0.37,0.0020
43,0,background,1.00,0.0030
44,84,carrot,0.59,0.0033
45,84,carrot,0.71,0.0046
46,84,carrot,1.00,0.0033
47,84,carrot,1.00,0.0012
48,84,carrot,1.00,0.0004
49,0,background,1.00,0.0050
50,0,background,1.00,0.0021
51,84,carrot,0.96,0.0018
52,0,background,1.00,0.0214
53,94,pepper,0.54,0.0167
54,94,pepper,0.74,0.0065
55,84,carrot,0.87,0.0011
56,94,pepper,0.60,0.0017
57,0,background,1.00,0.0028
58,84,carrot,1.00,0.0010
59,0,background,1.00,0.0008
60,0,background,0.69,0.0025
61,84,carrot,0.99,0.0012
62,0,background,0.98,0.0006
63,0,background,1.00,0.0097
64,84,carrot,0.52,0.0049
65,84,carrot,0.97,0.0075
66,0,background,1.00,0.0003
67,84,carrot,0.64,0.0007
68,94,pepper,0.38,0.0082
69,0,background,1.00,0.0041
70,0,background,0.63,0.0020
71,84,carrot,0.48,0.0010
72,84,carrot,0.58,0.0046
73,84,carrot,1.00,0.0014
74,84,carrot,0.58,0.0016
75,0,background,0.94,0.0069
76,84,carrot,1.00,0.0007
77,84,carrot,0.99,0.0025
78,84,carrot,0.99,0.0013
79,0,background,1.00,0.0027
80,84,carrot,1.00,0.0004
81,0,background,1.00,0.0016
82,84,carrot,1.00,0.0017
83,0,background,1.00,0.0019
84,0,background,1.00,0.0071
85,84,carrot,1.00,0.0010
86,84,carrot,0.58,0.0013
87,0,background,1.00,0.0063
88,84,carrot,1.00,0.0005
89,84,carrot,1.00,0.0010
90,84,carrot,0.92,0.0004
91,84,carrot,0.93,0.0038
