id,category_id,category_name,category_count_ratio,mask_count_ratio
0,89,cilantro mint,0.78,0.3722
1,0,background,1.00,0.1782
2,0,background,1.00,0.1783
3,89,cilantro mint,1.00,0.0292
4,89,cilantro mint,1.00,0.0149
5,89,cilantro mint,1.00,0.0069
6,0,background,1.00,0.0070
7,0,background,1.00,0.1792
8,0,background,1.00,0.0008
9,0,background,1.00,0.0240
10,0,background,1.00,0.0564
11,89,cilantro mint,1.00,0.0084
12,89,cilantro mint,1.00,0.0129
13,82,cucumber,0.80,0.0050
14,89,cilantro mint,1.00,0.0021
15,89,cilantro mint,1.00,0.0290
16,89,cilantro mint,1.00,0.0048
17,82,cucumber,1.00,0.0062
18,82,cucumber,0.94,0.0060
19,89,cilantro mint,1.00,0.0056
20,89,cilantro mint,1.00,0.0061
21,89,cilantro mint,1.00,0.0015
22,82,cucumber,0.86,0.0039
23,89,cilantro mint,1.00,0.0018
24,89,cilantro mint,1.00,0.0149
25,82,cucumber,0.90,0.0036
26,89,cilantro mint,0.98,0.0021
27,89,cilantro mint,1.00,0.0152
28,82,cucumber,0.80,0.0023
29,0,background,1.00,0.0007
30,89,cilantro mint,1.00,0.0031
31,0,background,1.00,0.0040
32,82,cucumber,0.96,0.0105
33,82,cucumber,1.00,0.0012
34,82,cucumber,0.94,0.0034
35,0,background,1.00,0.0013
36,89,cilantro mint,1.00,0.0042
37,82,cucumber,0.91,0.0028
38,82,cucumber,0.99,0.0024
39,0,background,1.00,0.0626
40,89,cilantro mint,1.00,0.0078
41,89,cilantro mint,1.00,0.0036
42,89,cilantro mint,0.99,0.0032
43,89,cilantro mint,1.00,0.0077
44,89,cilantro mint,1.00,0.0024
45,82,cucumber,0.69,0.0041
46,89,cilantro mint,1.00,0.0097
47,89,cilantro mint,0.71,0.0012
48,89,cilantro mint,1.00,0.0047
49,89,cilantro mint,1.00,0.0011
50,0,background,1.00,0.0033
51,89,cilantro mint,1.00,0.0023
52,89,cilantro mint,1.00,0.0045
53,0,background,1.00,0.0008
54,89,cilantro mint,1.00,0.0046
55,89,cilantro mint,1.00,0.0056
56,82,cucumber,0.89,0.0073
57,89,cilantro mint,1.00,0.0010
58,0,background,1.00,0.0025
59,89,cilantro mint,0.84,0.0034
60,89,cilantro mint,1.00,0.0024
61,89,cilantro mint,0.99,0.0016
62,89,cilantro mint,1.00,0.0048
63,89,cilantro mint,1.00,0.0220
64,0,background,1.00,0.0060
65,89,cilantro mint,1.00,0.0014
66,0,background,1.00,0.0042
67,82,cucumber,0.79,0.0008
68,89,cilantro mint,1.00,0.0100
69,0,background,1.00,0.0017
70,82,cucumber,1.00,0.0027
71,82,cucumber,1.00,0.0021
72,89,cilantro mint,0.92,0.0002
73,82,cucumber,0.87,0.0127
74,0,background,1.00,0.0014
75,89,cilantro mint,1.00,0.0031
76,82,cucumber,1.00,0.0018
77,89,cilantro mint,1.00,0.0022
78,82,cucumber,0.58,0.0057
79,0,background,1.00,0.0077
80,89,cilantro mint,0.78,0.0009
81,0,background,1.00,0.0473
82,89,cilantro mint,1.00,0.0048
83,89,cilantro mint,1.00,0.0010
84,89,cilantro mint,0.99,0.0091
85,0,background,1.00,0.0009
86,89,cilantro mint,1.00,0.0010
87,89,cilantro mint,0.59,0.0007
88,89,cilantro mint,1.00,0.0179
89,89,cilantro mint,1.00,0.0004
90,89,cilantro mint,1.00,0.0009
91,89,cilantro mint,1.00,0.0029
92,82,cucumber,1.00,0.0044
93,0,background,1.00,0.0019
94,89,cilantro mint,1.00,0.0083
95,89,cilantro mint,0.98,0.0007
96,0,background,1.00,0.0032
97,89,cilantro mint,1.00,0.0031
98,89,cilantro mint,1.00,0.0025
99,89,cilantro mint,0.80,0.0016
100,89,cilantro mint,1.00,0.0079
101,89,cilantro mint,1.00,0.0040
102,0,background,1.00,0.0019
103,89,cilantro mint,1.00,0.0008
104,89,cilantro mint,1.00,0.0008
105,0,background,1.00,0.0009
106,0,background,1.00,0.0009
107,89,cilantro mint,1.00,0.0011
108,89,cilantro mint,1.00,0.0004
109,82,cucumber,1.00,0.0007
110,0,background,1.00,0.0050
111,89,cilantro mint,1.00,0.0067
112,82,cucumber,1.00,0.0007
113,89,cilantro mint,1.00,0.0014
