id,category_id,category_name,category_count_ratio,mask_count_ratio
0,73,tomato,1.00,0.0067
1,73,tomato,0.99,0.0075
2,73,tomato,0.99,0.0073
3,0,background,1.00,0.0254
4,73,tomato,0.93,0.0049
5,73,tomato,0.99,0.0070
6,73,tomato,1.00,0.0074
7,0,background,1.00,0.0455
8,89,cilantro mint,1.00,0.0093
9,73,tomato,0.94,0.0038
10,41,grape,0.98,0.0042
11,89,cilantro mint,0.42,0.0042
12,0,background,0.98,0.2386
13,73,tomato,0.83,0.0038
14,0,background,1.00,0.1157
15,41,grape,0.97,0.0026
16,73,tomato,0.93,0.0042
17,17,almond,0.97,0.0031
18,41,grape,0.92,0.0038
19,73,tomato,0.56,0.0034
20,17,almond,0.99,0.0022
21,0,background,1.00,0.1155
22,17,almond,0.96,0.0022
23,17,almond,1.00,0.0025
24,41,grape,0.99,0.0047
25,0,background,1.00,0.1152
26,73,tomato,0.54,0.0035
27,41,grape,0.88,0.0038
28,17,almond,0.97,0.0022
29,41,grape,0.99,0.0038
30,17,almond,0.79,0.0017
31,0,background,1.00,0.0107
32,41,grape,1.00,0.0036
33,41,grape,0.94,0.0025
34,73,tomato,0.81,0.0032
35,17,almond,1.00,0.0022
36,0,background,1.00,0.1361
37,41,grape,0.86,0.0022
38,41,grape,0.98,0.0039
39,17,almond,1.00,0.0018
40,17,almond,1.00,0.0021
41,17,almond,0.96,0.0022
42,17,almond,1.00,0.0018
43,41,grape,0.87,0.0039
44,0,background,1.00,0.1424
45,17,almond,1.00,0.0020
46,0,background,1.00,0.1364
47,17,almond,1.00,0.0026
48,17,almond,1.00,0.0024
49,0,background,1.00,0.0220
50,41,grape,0.98,0.0024
51,17,almond,1.00,0.0021
52,17,almond,0.99,0.0020
53,17,almond,1.00,0.0016
54,0,background,1.00,0.0225
55,89,cilantro mint,1.00,0.0024
56,41,grape,1.00,0.0028
57,17,almond,0.99,0.0018
58,17,almond,1.00,0.0020
59,41,grape,1.00,0.0024
60,89,cilantro mint,1.00,0.0040
61,41,grape,0.96,0.0018
62,41,grape,0.99,0.0019
63,89,cilantro mint,1.00,0.0014
64,17,almond,1.00,0.0020
65,17,almond,1.00,0.0017
66,89,cilantro mint,1.00,0.0206
67,89,cilantro mint,1.00,0.0025
68,17,almond,1.00,0.0010
69,17,almond,0.85,0.0016
70,0,background,1.00,0.0039
71,89,cilantro mint,1.00,0.0020
72,17,almond,0.98,0.0040
73,17,almond,0.53,0.0010
74,17,almond,0.99,0.0018
75,17,almond,0.97,0.0029
76,17,almond,0.96,0.0006
77,17,almond,1.00,0.0012
78,17,almond,1.00,0.0011
79,0,background,1.00,0.0137
80,17,almond,1.00,0.0020
81,73,tomato,1.00,0.0213
82,17,almond,1.00,0.0013
83,17,almond,0.95,0.0034
84,17,almond,1.00,0.0039
85,0,background,1.00,0.0019
86,73,tomato,0.76,0.0078
87,89,cilantro mint,1.00,0.0028
88,73,tomato,0.93,0.0089
89,89,cilantro mint,0.99,0.0011
90,89,cilantro mint,0.90,0.0017
91,0,background,1.00,0.0010
92,89,cilantro mint,0.99,0.0048
93,0,background,1.00,0.0031
94,41,grape,0.99,0.0079
95,89,cilantro mint,0.99,0.0018
96,17,almond,0.81,0.0011
97,89,cilantro mint,1.00,0.0011
98,0,background,1.00,0.0006
99,41,grape,0.74,0.0082
100,41,grape,0.59,0.0008
101,0,background,1.00,0.0461
102,41,grape,0.99,0.0079
103,41,grape,0.98,0.0044
104,17,almond,1.00,0.0040
105,41,grape,0.68,0.0075
106,0,background,1.00,0.0186
107,17,almond,0.91,0.0041
108,41,grape,0.94,0.0052
109,0,background,1.00,0.0054
110,41,grape,0.99,0.0054
