id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.3347
1,27,apricot,0.57,0.0249
2,0,background,1.00,0.0260
3,0,background,1.00,0.0460
4,0,background,1.00,0.1154
5,0,background,0.94,0.1570
6,0,background,1.00,0.0228
7,0,background,1.00,0.1395
8,0,background,0.94,0.1573
9,0,background,1.00,0.0013
10,0,background,1.00,0.0319
11,0,background,1.00,0.0912
12,0,background,1.00,0.0261
13,0,background,1.00,0.0913
14,27,apricot,0.79,0.0110
15,0,background,1.00,0.0041
16,0,background,1.00,0.0020
17,0,background,1.00,0.0071
18,0,background,1.00,0.0008
19,0,background,0.99,0.0206
20,0,background,1.00,0.0541
21,0,background,1.00,0.0010
22,0,background,1.00,0.0467
23,0,background,1.00,0.0132
24,0,background,1.00,0.0185
25,0,background,1.00,0.0048
26,0,background,1.00,0.0008
