id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,54091,0,0,116,478,110.0,442.5,1.0204570293426514,0.990777850151062,0,0,640,480
1,147450,129,2,459,458,430.0,52.5,1.0200115442276,0.9848578572273254,0,0,640,480
2,54504,0,0,639,478,110.0,82.5,1.0167559385299683,0.9786241054534912,0,0,640,480
3,25572,160,44,180,215,330.0,97.5,1.001436471939087,0.9873712658882141,0,0,640,480
4,17961,381,0,174,189,490.0,82.5,0.9823480844497681,0.9827519655227661,0,0,640,480
5,285,207,468,28,11,210.0,472.5,0.9806212782859802,0.9895470142364502,0,0,640,480
6,6174,450,0,105,106,470.0,52.5,0.9784307479858398,0.9686650633811951,0,0,640,480
7,1881,96,0,31,125,110.0,67.5,0.9703681468963623,0.9846804141998291,0,0,640,480
8,487,231,466,39,13,270.0,472.5,0.9690573215484619,0.9522863030433655,0,0,640,480
9,1595,299,457,151,14,450.0,457.5,0.9679164886474609,0.9552057981491089,0,0,640,480
10,191,423,73,13,24,430.0,82.5,0.9642065763473511,0.9842932224273682,0,0,640,480
11,248,233,43,16,21,250.0,52.5,0.9631159901618958,0.9919999837875366,0,0,640,480
12,1193,160,52,47,70,170.0,82.5,0.9629706740379333,0.9654605388641357,0,0,640,480
13,11486,160,44,153,114,250.0,127.5,0.96260666847229,0.9628742337226868,0,0,640,480
14,1579,218,124,88,35,290.0,142.5,0.9611167907714844,0.9711779356002808,0,0,640,480
15,1932,145,6,103,44,150.0,7.5,0.9556378126144409,0.9557344317436218,0,0,640,480
16,345,205,238,41,22,210.0,247.5,0.9537404775619507,0.9857142567634583,0,0,640,480
17,5053,200,160,77,99,250.0,172.5,0.9492726922035217,0.9676539301872253,0,0,640,480
18,7546,177,133,100,126,210.0,217.5,0.9490505456924438,0.9686233401298523,0,0,640,480
19,687,96,0,27,53,110.0,37.5,0.9478825330734253,0.9799138903617859,0,0,640,480
20,1207,109,49,18,77,110.0,67.5,0.9446204304695129,0.9746938943862915,0,0,640,480
21,4201,434,89,94,100,450.0,172.5,0.9428247213363647,0.9514066576957703,0,0,640,480
22,1210,499,0,102,14,590.0,7.5,0.9370981454849243,0.9598393440246582,0,0,640,480
23,3415,426,43,51,100,430.0,112.5,0.9352293610572815,0.9535215497016907,0,0,640,480
24,1061,183,179,32,48,210.0,187.5,0.9335532188415527,0.9666048288345337,0,0,640,480
25,456,271,467,41,12,290.0,472.5,0.9331035614013672,0.9612069129943848,0,0,640,480
26,236,575,58,13,21,590.0,67.5,0.9309350848197937,0.9873417615890503,0,0,640,480
27,2340,177,133,41,94,210.0,172.5,0.92890465259552,0.9503753185272217,0,0,640,480
28,7001,398,0,157,141,470.0,22.5,0.9269742965698242,0.9576212167739868,0,0,640,480
29,381,205,0,30,18,210.0,7.5,0.9232978224754333,0.9613401889801025,0,0,640,480
30,963,231,465,81,14,250.0,472.5,0.9207508563995361,0.9602851271629333,0,0,640,480
31,5891,260,58,81,143,330.0,112.5,0.9170467257499695,0.9507030844688416,0,0,640,480
32,5936,206,58,135,178,330.0,97.5,0.9086305499076843,0.9524748921394348,0,0,640,480
33,1728,385,89,41,53,410.0,97.5,0.9014073014259338,0.9596590995788574,0,0,640,480
34,25552,160,44,361,215,210.0,157.5,0.8911138772964478,0.980044960975647,0,0,640,480
35,443,411,456,39,14,430.0,457.5,0.8855361342430115,0.9604395627975464,0,0,640,480
