id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,57257,327,83,267,348,370.0,247.5,1.0983166694641113,0.9775515794754028,0,0,640,480
1,194861,136,2,488,452,450.0,232.5,1.018065333366394,0.9580051302909851,0,0,640,480
2,21464,0,0,53,478,30.0,472.5,1.0128588676452637,0.9866315126419067,0,0,640,480
3,1738,0,354,41,51,10.0,367.5,1.0094164609909058,0.9902690052986145,0,0,640,480
4,31728,45,0,72,478,50.0,22.5,1.008170247077942,0.985966682434082,0,0,640,480
5,1408,127,61,40,37,150.0,97.5,0.9993265271186829,0.9872881174087524,0,0,640,480
6,192,196,0,22,10,210.0,7.5,0.9905602335929871,1.0,0,0,640,480
7,757,515,264,25,39,530.0,292.5,0.9877224564552307,0.9869109988212585,0,0,640,480
8,1352,271,200,36,61,290.0,247.5,0.986055850982666,0.983199417591095,0,0,640,480
9,52817,0,0,117,478,50.0,292.5,0.9859910011291504,0.9717352390289307,0,0,640,480
10,1098,504,0,97,22,570.0,7.5,0.985225260257721,0.9855334758758545,0,0,640,480
11,2346,299,449,151,19,390.0,457.5,0.9830926060676575,0.9915146231651306,0,0,640,480
12,721,536,281,28,34,550.0,292.5,0.9828080534934998,0.9794238805770874,0,0,640,480
13,343,546,327,20,25,550.0,352.5,0.9799166917800903,0.9883720874786377,0,0,640,480
14,4889,128,66,39,209,150.0,202.5,0.9781889915466309,0.9727767705917358,0,0,640,480
15,785,438,200,49,24,470.0,217.5,0.9769347906112671,0.9860935807228088,0,0,640,480
16,661,97,0,27,53,110.0,37.5,0.970379650592804,0.9775112271308899,0,0,640,480
17,441,132,282,31,13,150.0,292.5,0.968082845211029,0.9954853057861328,0,0,640,480
18,645,0,363,23,37,10.0,367.5,0.9610978960990906,0.9876922965049744,0,0,640,480
19,1208,128,93,42,49,130.0,97.5,0.9598615765571594,0.9795751571655273,0,0,640,480
20,2827,451,420,149,47,530.0,457.5,0.9597025513648987,0.965132474899292,0,0,640,480
21,421,545,186,23,26,550.0,202.5,0.9522236585617065,0.953596293926239,0,0,640,480
22,390,409,146,24,23,410.0,157.5,0.9506970047950745,0.9697732925415039,0,0,640,480
23,198,516,242,15,22,530.0,247.5,0.9482560753822327,0.9607843160629272,0,0,640,480
24,265,576,235,41,13,610.0,247.5,0.9440577030181885,0.9740740656852722,0,0,640,480
25,478,131,278,32,18,130.0,292.5,0.9434884190559387,0.9585921168327332,0,0,640,480
26,668,452,466,55,13,490.0,472.5,0.9426309466362,0.9532846808433533,0,0,640,480
27,2287,501,0,123,97,610.0,7.5,0.9416282176971436,0.9757680892944336,0,0,640,480
28,198,372,377,21,15,390.0,382.5,0.9408215880393982,0.9547738432884216,0,0,640,480
29,188,173,0,25,7,190.0,7.5,0.9392044544219971,0.9631578922271729,0,0,640,480
30,716,439,137,43,29,470.0,157.5,0.9390426874160767,0.9642857313156128,0,0,640,480
31,202,321,451,14,15,330.0,457.5,0.938413679599762,0.9754902124404907,0,0,640,480
32,242,482,137,16,21,490.0,142.5,0.9381387829780579,0.9836065769195557,0,0,640,480
33,709,422,369,43,41,430.0,397.5,0.9377225637435913,0.954356849193573,0,0,640,480
34,451,434,369,31,26,450.0,382.5,0.9368934035301208,0.971615731716156,0,0,640,480
35,271,491,273,19,19,510.0,277.5,0.9368746876716614,0.974452555179596,0,0,640,480
36,221,418,220,13,54,430.0,247.5,0.9346461296081543,0.9686098694801331,0,0,640,480
37,3319,128,7,74,56,170.0,52.5,0.9333803653717041,0.970370352268219,0,0,640,480
38,3362,128,7,73,89,150.0,37.5,0.9326882362365723,0.9675912261009216,0,0,640,480
39,151,269,291,13,18,270.0,292.5,0.9228745102882385,0.9677419066429138,0,0,640,480
40,278,515,110,26,17,530.0,112.5,0.913059651851654,0.9645389914512634,0,0,640,480
41,348,484,224,26,17,490.0,232.5,0.9110073447227478,0.9632768630981445,0,0,640,480
42,2024,148,10,52,53,170.0,37.5,0.9093882441520691,0.9537349343299866,0,0,640,480
43,212,450,92,31,49,470.0,112.5,0.9054240584373474,0.9812206625938416,0,0,640,480
44,808,132,364,29,34,150.0,397.5,0.8841825127601624,0.9513972997665405,0,0,640,480
