id,category_id,category_name,category_count_ratio,mask_count_ratio
0,61,pizza,0.73,0.0565
1,0,background,1.00,0.5226
2,0,background,1.00,0.1551
3,0,background,1.00,0.0188
4,0,background,1.00,0.1562
5,0,background,1.00,0.1561
6,0,background,1.00,0.0237
7,0,background,1.00,0.1564
8,0,background,1.00,0.0913
9,0,background,1.00,0.0306
10,61,pizza,0.93,0.0015
11,0,background,1.00,0.0412
12,49,sausage,0.90,0.0139
13,61,pizza,0.74,0.0025
14,0,background,1.00,0.0041
15,0,background,1.00,0.0009
16,0,background,1.00,0.0037
17,0,background,1.00,0.0009
18,0,background,1.00,0.0008
19,0,background,1.00,0.0021
20,0,background,1.00,0.0059
21,0,background,1.00,0.0091
22,0,background,1.00,0.0006
23,0,background,1.00,0.0419
24,0,background,1.00,0.0019
25,0,background,1.00,0.0006
26,61,pizza,1.00,0.0002
27,0,background,1.00,0.0010
28,0,background,1.00,0.0002
29,0,background,0.96,0.0014
30,0,background,1.00,0.0016
31,0,background,1.00,0.0018
32,61,pizza,1.00,0.0004
33,0,background,1.00,0.0014
34,0,background,1.00,0.0022
35,0,background,1.00,0.0015
36,0,background,1.00,0.0015
37,0,background,1.00,0.0013
38,61,pizza,1.00,0.0002
39,49,sausage,0.69,0.0033
40,0,background,1.00,0.0015
41,0,background,1.00,0.0007
42,49,sausage,0.69,0.0034
43,0,background,1.00,0.0011
44,0,background,1.00,0.0287
45,0,background,1.00,0.0287
