id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,114333,123,9,458,388,350.0,262.5,1.0239413976669312,0.9806061387062073,0,0,640,480
1,54750,0,0,117,477,90.0,457.5,1.0110036134719849,0.9920841455459595,0,0,640,480
2,54771,0,0,231,477,90.0,352.5,1.0091862678527832,0.992559552192688,0,0,640,480
3,8963,449,234,118,103,530.0,322.5,1.0052738189697266,0.9788312911987305,0,0,640,480
4,4584,193,114,70,97,230.0,202.5,1.0044711828231812,0.9786361455917358,0,0,640,480
5,2123,528,122,53,57,550.0,127.5,1.0021353960037231,0.9831618070602417,0,0,640,480
6,2155,540,13,62,75,590.0,67.5,1.0017669200897217,0.9815753102302551,0,0,640,480
7,55036,0,0,639,477,10.0,397.5,1.001250147819519,0.9505311846733093,0,0,640,480
8,241,203,0,28,9,210.0,7.5,0.9987160563468933,0.9552845358848572,0,0,640,480
9,7382,300,408,151,62,370.0,457.5,0.9973724484443665,0.9831989407539368,0,0,640,480
10,17322,452,263,149,204,550.0,397.5,0.9964517951011658,0.9898152947425842,0,0,640,480
11,2580,193,113,53,86,230.0,172.5,0.9962634444236755,0.9630194306373596,0,0,640,480
12,3949,395,112,105,56,470.0,157.5,0.9924733638763428,0.9854198098182678,0,0,640,480
13,1551,284,285,35,58,290.0,307.5,0.9920138716697693,0.9878048896789551,0,0,640,480
14,646,422,75,35,23,450.0,97.5,0.9895026087760925,0.9785605072975159,0,0,640,480
15,8902,449,157,117,180,470.0,322.5,0.9888671040534973,0.9837362170219421,0,0,640,480
16,1460,265,45,53,44,310.0,52.5,0.9884653687477112,0.9736486673355103,0,0,640,480
17,1897,245,97,43,59,270.0,142.5,0.9880799651145935,0.9847769141197205,0,0,640,480
18,1852,403,161,41,74,430.0,187.5,0.9868199229240417,0.9802350401878357,0,0,640,480
19,1734,476,11,49,66,490.0,67.5,0.9865925908088684,0.9705382585525513,0,0,640,480
20,1872,205,152,58,59,250.0,157.5,0.9865663051605225,0.973698079586029,0,0,640,480
21,446,349,10,27,25,350.0,22.5,0.9846354126930237,0.9866369962692261,0,0,640,480
22,1184,376,149,31,61,390.0,157.5,0.9843445420265198,0.9848612546920776,0,0,640,480
23,554,367,18,26,29,390.0,37.5,0.9842484593391418,0.980286717414856,0,0,640,480
24,4566,178,113,84,118,230.0,157.5,0.9822726249694824,0.977691113948822,0,0,640,480
25,1106,274,77,51,38,310.0,82.5,0.9806352257728577,0.9758497476577759,0,0,640,480
26,649,207,299,26,41,210.0,307.5,0.9791226983070374,0.9817073345184326,0,0,640,480
27,4682,469,152,68,87,530.0,217.5,0.9791080951690674,0.9770236015319824,0,0,640,480
28,695,309,324,36,27,310.0,337.5,0.9789437651634216,0.9772079586982727,0,0,640,480
29,220,408,428,14,17,410.0,442.5,0.978383481502533,0.9557521939277649,0,0,640,480
30,967,349,11,43,36,370.0,22.5,0.9782679080963135,0.9715447425842285,0,0,640,480
31,1225,110,51,18,75,110.0,67.5,0.9781221747398376,0.9773645997047424,0,0,640,480
32,3227,281,346,83,51,310.0,382.5,0.9762341976165771,0.9806689023971558,0,0,640,480
33,367,303,191,28,23,310.0,202.5,0.9760501980781555,0.9783197641372681,0,0,640,480
34,1030,264,190,46,38,290.0,217.5,0.9757857322692871,0.981642484664917,0,0,640,480
35,386,268,0,45,10,270.0,7.5,0.9749787449836731,0.9871134161949158,0,0,640,480
36,1284,457,332,48,41,470.0,352.5,0.9740814566612244,0.9837712645530701,0,0,640,480
37,870,333,201,25,63,350.0,232.5,0.9733147025108337,0.9805269241333008,0,0,640,480
38,750,419,190,34,56,430.0,232.5,0.9727368950843811,0.9789196252822876,0,0,640,480
39,19245,452,14,150,457,530.0,427.5,0.9723958969116211,0.977412760257721,0,0,640,480
