id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,56409,158,98,380,285,290.0,187.5,1.0197001695632935,0.963080883026123,0,0,640,480
1,7737,623,0,16,478,630.0,22.5,1.0101723670959473,0.995103120803833,0,0,640,480
2,91389,119,2,484,469,230.0,352.5,1.0066430568695068,0.9696484208106995,0,0,640,480
3,6322,0,306,44,172,30.0,352.5,1.00235116481781,0.9919710159301758,0,0,640,480
4,2224,432,165,59,64,490.0,172.5,1.0019103288650513,0.9843889474868774,0,0,640,480
5,35443,16,0,225,478,70.0,7.5,1.001725435256958,0.9858096241950989,0,0,640,480
6,25049,158,99,196,274,330.0,202.5,1.001476764678955,0.9523400664329529,0,0,640,480
7,35410,16,0,146,478,50.0,7.5,1.0000296831130981,0.9862163662910461,0,0,640,480
8,2535,342,212,72,65,370.0,247.5,0.9961628317832947,0.9858989715576172,0,0,640,480
9,35250,17,0,91,478,90.0,412.5,0.99506014585495,0.9832131862640381,0,0,640,480
10,370,283,84,21,21,290.0,97.5,0.9919075965881348,0.9866310358047485,0,0,640,480
11,5256,0,0,28,241,10.0,7.5,0.9913734793663025,0.9895951747894287,0,0,640,480
12,1040,357,284,49,38,390.0,307.5,0.9898130297660828,0.98384028673172,0,0,640,480
13,1737,0,238,29,74,10.0,247.5,0.9895595908164978,0.9896848201751709,0,0,640,480
14,334,266,73,19,21,270.0,82.5,0.9880976676940918,0.988095223903656,0,0,640,480
15,400,250,111,23,24,270.0,127.5,0.985042154788971,0.9827160239219666,0,0,640,480
16,30568,342,149,196,238,490.0,262.5,0.9841140508651733,0.9787667989730835,0,0,640,480
17,7158,444,360,107,107,510.0,457.5,0.9839791655540466,0.9783478379249573,0,0,640,480
18,1901,475,207,47,59,510.0,262.5,0.9834316372871399,0.9838204383850098,0,0,640,480
19,465,248,292,26,24,270.0,307.5,0.9833865165710449,0.9892933368682861,0,0,640,480
20,957,373,148,42,41,390.0,172.5,0.9826052784919739,0.9751295447349548,0,0,640,480
21,242,207,197,18,18,210.0,202.5,0.9815710186958313,0.9836065769195557,0,0,640,480
22,6002,0,0,34,331,10.0,52.5,0.981107234954834,0.9838043451309204,0,0,640,480
23,2552,342,178,72,99,350.0,262.5,0.9809863567352295,0.9805825352668762,0,0,640,480
24,260,525,299,13,24,530.0,307.5,0.9751089215278625,0.9848484992980957,0,0,640,480
25,6638,402,273,109,81,450.0,322.5,0.9742668867111206,0.9783904552459717,0,0,640,480
26,7148,444,318,132,149,490.0,427.5,0.9740375876426697,0.9649794697761536,0,0,640,480
27,1153,257,208,46,38,290.0,217.5,0.9736973643302917,0.9870578050613403,0,0,640,480
28,691,266,73,37,32,270.0,82.5,0.9716874361038208,0.9716312289237976,0,0,640,480
29,717,422,157,44,26,430.0,172.5,0.971439003944397,0.9778393507003784,0,0,640,480
30,14142,0,0,44,478,30.0,352.5,0.9710489511489868,0.9823933839797974,0,0,640,480
31,223,314,432,19,14,330.0,442.5,0.9707777500152588,0.9955357313156128,0,0,640,480
