id,category_id,category_name,category_count_ratio,mask_count_ratio
0,77,rape,0.75,0.0886
1,0,background,1.00,0.1699
2,67,pie,0.79,0.0551
3,47,pork,0.97,0.0118
4,40,pineapple,0.98,0.0094
5,70,potato,0.68,0.0041
6,0,background,0.99,0.2517
7,47,pork,0.98,0.0919
8,0,background,1.00,0.1704
9,0,background,1.00,0.1708
10,52,sauce,0.79,0.0124
11,0,background,1.00,0.0162
12,89,cilantro mint,0.96,0.0025
13,72,cauliflower,0.52,0.0061
14,40,pineapple,0.88,0.0073
15,47,pork,0.97,0.0036
16,47,pork,0.94,0.0040
17,47,pork,0.60,0.1530
18,72,cauliflower,0.84,0.0093
19,67,pie,1.00,0.0129
20,0,background,1.00,0.0073
21,0,background,1.00,0.0029
22,0,background,1.00,0.0087
23,70,potato,0.77,0.0016
24,70,potato,1.00,0.0081
25,67,pie,0.97,0.0010
26,77,rape,0.98,0.0038
27,89,cilantro mint,1.00,0.0047
28,0,background,1.00,0.1037
29,77,rape,1.00,0.0013
30,77,rape,1.00,0.0011
31,67,pie,0.88,0.0039
32,72,cauliflower,0.85,0.0116
33,47,pork,0.99,0.0021
34,47,pork,0.54,0.0005
35,67,pie,0.99,0.0011
36,0,background,1.00,0.0036
37,47,pork,1.00,0.0045
38,47,pork,0.59,0.0013
39,0,background,1.00,0.0011
40,77,rape,0.75,0.0900
41,70,potato,0.54,0.0054
42,0,background,1.00,0.0012
43,67,pie,0.86,0.0013
44,40,pineapple,0.97,0.0162
45,0,background,1.00,0.0052
46,0,background,1.00,0.1031
47,47,pork,1.00,0.0025
48,0,background,0.90,0.0052
49,67,pie,1.00,0.0128
50,47,pork,1.00,0.0036
51,0,background,1.00,0.0021
52,47,pork,0.94,0.0041
53,40,pineapple,0.95,0.0061
54,47,pork,1.00,0.0045
55,89,cilantro mint,0.83,0.0008
56,89,cilantro mint,0.94,0.0016
57,47,pork,1.00,0.0038
58,0,background,1.00,0.0005
59,0,background,1.00,0.0018
60,72,cauliflower,0.87,0.0021
61,89,cilantro mint,0.68,0.0020
62,0,background,1.00,0.0010
63,77,rape,1.00,0.0012
64,0,background,1.00,0.0020
65,70,potato,1.00,0.0021
66,70,potato,0.85,0.0153
67,77,rape,0.81,0.0024
68,0,background,1.00,0.0015
69,70,potato,1.00,0.0008
70,0,background,1.00,0.0032
71,77,rape,1.00,0.0011
72,47,pork,1.00,0.0007
73,0,background,1.00,0.0005
74,47,pork,1.00,0.0041
75,0,background,0.92,0.0015
76,77,rape,1.00,0.0051
77,0,background,1.00,0.0008
78,67,pie,1.00,0.0003
79,47,pork,0.96,0.0011
80,89,cilantro mint,1.00,0.0018
81,89,cilantro mint,0.83,0.0012
82,47,pork,0.78,0.0006
83,0,background,1.00,0.0014
84,70,potato,0.98,0.0060
85,47,pork,0.97,0.0153
86,40,pineapple,0.98,0.0101
87,47,pork,0.98,0.0016
88,70,potato,0.84,0.0072
89,0,background,1.00,0.0005
90,72,cauliflower,0.84,0.0117
91,89,cilantro mint,1.00,0.0053
92,47,pork,1.00,0.0010
93,0,background,1.00,0.0045
94,47,pork,1.00,0.0025
95,47,pork,1.00,0.0037
96,0,background,1.00,0.0368
