id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.0021
1,0,background,1.00,0.1621
2,0,background,1.00,0.2383
3,66,rice,0.82,0.0623
4,0,background,1.00,0.0091
5,67,pie,0.89,0.0686
6,0,background,1.00,0.1641
7,0,background,1.00,0.0025
8,3,french fries,0.46,0.0152
9,67,pie,0.89,0.0687
10,84,carrot,0.98,0.0042
11,0,background,1.00,0.1647
12,0,background,1.00,0.0210
13,67,pie,0.72,0.0115
14,67,pie,0.53,0.0159
15,0,background,1.00,0.0010
16,0,background,1.00,0.0036
17,0,background,1.00,0.0012
18,0,background,1.00,0.0342
19,0,background,1.00,0.0260
20,66,rice,1.00,0.0008
21,0,background,1.00,0.0012
22,3,french fries,0.51,0.0083
23,0,background,1.00,0.0020
24,0,background,1.00,0.0003
25,0,background,1.00,0.0008
26,0,background,0.90,0.0012
27,0,background,1.00,0.0040
28,0,background,1.00,0.0019
29,0,background,1.00,0.0016
30,66,rice,1.00,0.0008
31,0,background,1.00,0.0074
32,67,pie,0.88,0.0028
33,67,pie,0.67,0.0116
34,66,rice,0.47,0.0013
35,67,pie,1.00,0.0113
36,3,french fries,0.39,0.0065
37,0,background,1.00,0.0098
38,0,background,1.00,0.0101
39,0,background,1.00,0.0103
40,0,background,1.00,0.0038
41,67,pie,0.77,0.0041
42,0,background,1.00,0.0013
43,0,background,1.00,0.0002
44,66,rice,1.00,0.0002
45,0,background,1.00,0.0016
46,0,background,1.00,0.0036
