id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,93591,169,9,425,427,390.0,127.5,1.020715355873108,0.9830027222633362,0,0,640,480
1,2412,430,138,53,57,430.0,157.5,1.0181519985198975,0.992546558380127,0,0,640,480
2,2048,246,163,51,52,270.0,187.5,1.011101245880127,0.991253674030304,0,0,640,480
3,2183,288,185,45,60,310.0,232.5,1.0086749792099,0.9886000752449036,0,0,640,480
4,2116,444,264,52,53,450.0,292.5,1.0086156129837036,0.9929278492927551,0,0,640,480
5,1872,350,83,47,51,350.0,112.5,1.0065152645111084,0.9877854585647583,0,0,640,480
6,2203,342,217,55,51,350.0,262.5,1.0058778524398804,0.9882671236991882,0,0,640,480
7,7790,623,0,16,478,630.0,457.5,1.0054680109024048,0.9942374229431152,0,0,640,480
8,2073,363,150,48,55,390.0,157.5,1.0050380229949951,0.987541913986206,0,0,640,480
9,14081,0,0,43,478,10.0,142.5,1.0047253370285034,0.9920056462287903,0,0,640,480
10,35378,15,0,92,478,30.0,52.5,1.0043858289718628,0.9861617684364319,0,0,640,480
11,1726,326,163,39,61,330.0,172.5,1.001531720161438,0.9890490174293518,0,0,640,480
12,42653,16,0,623,478,70.0,337.5,0.9970932006835938,0.9776175022125244,0,0,640,480
13,47422,133,13,157,459,210.0,412.5,0.9956231117248535,0.9709249138832092,0,0,640,480
14,8100,292,383,150,88,350.0,427.5,0.9754111170768738,0.9840744733810425,0,0,640,480
15,2772,288,11,152,55,430.0,22.5,0.9732908010482788,0.978951096534729,0,0,640,480
16,10757,288,11,154,460,350.0,427.5,0.9652457237243652,0.9718115925788879,0,0,640,480
17,47478,133,13,308,459,210.0,352.5,0.9615346193313599,0.9527031183242798,0,0,640,480
18,35809,293,15,298,455,590.0,427.5,0.9599863290786743,0.9514902830123901,0,0,640,480
19,15045,441,14,149,188,530.0,127.5,0.9558895826339722,0.9690600037574768,0,0,640,480
20,757,398,11,42,31,410.0,22.5,0.9552159905433655,0.9661898612976074,0,0,640,480
21,601,82,0,26,52,90.0,37.5,0.9514220952987671,0.9530744552612305,0,0,640,480
22,12619,443,277,126,190,530.0,352.5,0.9513600468635559,0.962557315826416,0,0,640,480
23,2053,288,12,69,55,330.0,22.5,0.9506910443305969,0.982134222984314,0,0,640,480
24,14225,0,0,88,478,10.0,382.5,0.9456498622894287,0.988139271736145,0,0,640,480
25,15222,441,14,150,451,590.0,82.5,0.9416698813438416,0.9727820754051208,0,0,640,480
26,1013,116,109,79,67,130.0,112.5,0.9381515979766846,0.9509143233299255,0,0,640,480
27,4517,368,138,128,179,490.0,292.5,0.9081630706787109,0.9763675928115845,0,0,640,480
28,4518,431,138,65,179,490.0,277.5,0.8999930620193481,0.9769938588142395,0,0,640,480
29,2107,363,149,118,56,410.0,157.5,0.8991428017616272,0.966511607170105,0,0,640,480
