id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,0.96,0.2765
1,0,background,1.00,0.0261
2,0,background,1.00,0.0461
3,0,background,1.00,0.1152
4,0,background,1.00,0.1639
5,72,cauliflower,1.00,0.0794
6,0,background,1.00,0.1391
7,0,background,1.00,0.0299
8,72,cauliflower,1.00,0.0110
9,0,background,1.00,0.0215
10,72,cauliflower,1.00,0.0037
11,72,cauliflower,1.00,0.0129
12,72,cauliflower,1.00,0.0018
13,0,background,1.00,0.0508
14,72,cauliflower,1.00,0.0061
15,0,background,1.00,0.1650
16,72,cauliflower,1.00,0.0145
17,72,cauliflower,1.00,0.0015
18,72,cauliflower,1.00,0.0139
19,72,cauliflower,1.00,0.0070
20,72,cauliflower,1.00,0.0009
21,0,background,1.00,0.0044
22,0,background,1.00,0.0235
23,72,cauliflower,1.00,0.0034
24,0,background,1.00,0.0019
25,0,background,1.00,0.0236
26,0,background,1.00,0.0399
27,0,background,1.00,0.0399
28,0,background,1.00,0.0049
29,0,background,1.00,0.0874
30,0,background,1.00,0.0008
31,0,background,1.00,0.0465
32,72,cauliflower,1.00,0.0064
33,0,background,1.00,0.0009
34,72,cauliflower,1.00,0.0041
35,0,background,1.00,0.0135
36,0,background,1.00,0.0203
