id,category_id,category_name,category_count_ratio,mask_count_ratio
0,41,grape,1.00,0.0047
1,0,background,0.99,0.3126
2,0,background,1.00,0.0455
3,0,background,1.00,0.0256
4,0,background,1.00,0.1160
5,41,grape,1.00,0.0034
6,41,grape,1.00,0.0039
7,41,grape,1.00,0.0040
8,41,grape,1.00,0.0029
9,41,grape,1.00,0.0042
10,0,background,1.00,0.1498
11,0,background,1.00,0.0344
12,41,grape,1.00,0.0048
13,41,grape,1.00,0.0025
14,41,grape,1.00,0.0039
15,0,background,1.00,0.1403
16,41,grape,1.00,0.0027
17,0,background,1.00,0.0974
18,0,background,1.00,0.0210
19,41,grape,1.00,0.0034
20,0,background,1.00,0.0543
21,41,grape,1.00,0.0036
22,0,background,1.00,0.0982
23,0,background,1.00,0.0006
24,41,grape,1.00,0.0029
25,41,grape,1.00,0.0087
26,0,background,1.00,0.2481
27,41,grape,1.00,0.0085
28,0,background,1.00,0.0296
29,0,background,1.00,0.0008
30,0,background,1.00,0.0131
31,0,background,1.00,0.0038
32,0,background,1.00,0.0021
33,0,background,1.00,0.0010
34,0,background,1.00,0.0202
35,0,background,1.00,0.0461
36,0,background,1.00,0.0050
37,41,grape,1.00,0.0060
38,0,background,1.00,0.0009
