id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1437,421,123,37,46,430.0,142.5,1.0140793323516846,0.9923664331436157,0,0,640,480
1,96046,212,52,349,348,510.0,382.5,1.011516809463501,0.9791621565818787,0,0,640,480
2,13979,0,0,43,478,10.0,142.5,1.0059053897857666,0.9921596646308899,0,0,640,480
3,7864,623,0,16,478,630.0,7.5,1.0053207874298096,0.9831085205078125,0,0,640,480
4,35639,15,0,92,478,30.0,22.5,1.0021809339523315,0.9874247312545776,0,0,640,480
5,1041,436,206,32,41,450.0,217.5,1.0002914667129517,0.9866028428077698,0,0,640,480
6,1185,414,169,34,42,430.0,187.5,0.9985432028770447,0.9924306273460388,0,0,640,480
7,1220,314,225,43,34,350.0,247.5,0.9980812668800354,0.9926590323448181,0,0,640,480
8,878,351,178,27,38,370.0,202.5,0.9979071617126465,0.9909297227859497,0,0,640,480
9,1278,357,221,38,43,370.0,232.5,0.9969292283058167,0.9937499761581421,0,0,640,480
10,46012,134,13,156,458,250.0,397.5,0.9965813755989075,0.9726188778877258,0,0,640,480
11,10553,292,399,150,72,310.0,427.5,0.9961031079292297,0.9878370761871338,0,0,640,480
12,1472,379,160,35,47,390.0,187.5,0.9958329200744629,0.991875410079956,0,0,640,480
13,769,403,250,32,31,410.0,262.5,0.9956191778182983,0.9884020686149597,0,0,640,480
14,1195,330,262,39,39,350.0,262.5,0.9912561774253845,0.9874895811080933,0,0,640,480
15,43108,15,0,624,478,70.0,277.5,0.9912294149398804,0.977263331413269,0,0,640,480
16,818,367,268,30,34,390.0,277.5,0.9897136688232422,0.9878493547439575,0,0,640,480
17,29921,441,15,150,452,570.0,442.5,0.989570140838623,0.9792498350143433,0,0,640,480
18,6466,288,12,152,50,390.0,22.5,0.9887571930885315,0.984326958656311,0,0,640,480
19,1030,389,282,37,37,390.0,307.5,0.9886599183082581,0.982692301273346,0,0,640,480
20,16688,288,12,154,459,310.0,427.5,0.9829624891281128,0.955001175403595,0,0,640,480
21,1104,394,211,42,31,430.0,217.5,0.9824783802032471,0.9901078939437866,0,0,640,480
22,30182,321,14,270,453,570.0,412.5,0.9799078702926636,0.973699688911438,0,0,640,480
23,183,427,365,18,12,430.0,367.5,0.9765779376029968,0.9945651888847351,0,0,640,480
24,885,351,178,60,38,350.0,202.5,0.9689398407936096,0.9843049049377441,0,0,640,480
25,2663,414,123,52,119,430.0,142.5,0.961018443107605,0.9596182107925415,0,0,640,480
26,76226,135,13,455,458,570.0,337.5,0.9581347703933716,0.9520652294158936,0,0,640,480
27,2615,414,123,44,88,450.0,127.5,0.9549808502197266,0.97808837890625,0,0,640,480
28,9101,443,360,112,107,530.0,457.5,0.9542961716651917,0.9722946286201477,0,0,640,480
29,246,398,36,19,14,410.0,37.5,0.9541146159172058,0.9878542423248291,0,0,640,480
30,4038,106,128,16,350,110.0,202.5,0.9521535634994507,0.9662129282951355,0,0,640,480
31,1157,118,110,92,88,150.0,127.5,0.9507928490638733,0.96782386302948,0,0,640,480
32,649,83,0,26,54,90.0,37.5,0.9480229020118713,0.9742424488067627,0,0,640,480
33,296,482,0,27,12,490.0,7.5,0.9415437579154968,0.9865319728851318,0,0,640,480
34,6206,157,154,20,315,170.0,277.5,0.9356824159622192,0.9516786932945251,0,0,640,480
35,14163,0,0,83,478,30.0,307.5,0.919569730758667,0.9826263189315796,0,0,640,480
36,1550,83,0,30,128,110.0,82.5,0.9156563878059387,0.9540302157402039,0,0,640,480
37,1845,389,250,46,68,410.0,262.5,0.9123128652572632,0.9660117030143738,0,0,640,480
38,276,427,365,21,18,450.0,382.5,0.9041332602500916,0.9605734944343567,0,0,640,480
