id,category_id,category_name,category_count_ratio,mask_count_ratio
0,0,background,1.00,0.1761
1,0,background,1.00,0.4800
2,0,background,1.00,0.1774
3,47,pork,0.60,0.0832
4,82,cucumber,0.61,0.0585
5,0,background,1.00,0.0009
6,58,bread,0.81,0.0201
7,0,background,1.00,0.0061
8,0,background,1.00,0.0016
9,0,background,1.00,0.0052
10,82,cucumber,1.00,0.0006
11,47,pork,0.40,0.0008
12,47,pork,0.96,0.0039
13,47,pork,0.75,0.0374
14,47,pork,0.50,0.0051
15,0,background,1.00,0.0063
16,47,pork,1.00,0.0011
17,47,pork,0.76,0.0164
18,47,pork,0.84,0.0246
19,0,background,1.00,0.0022
20,0,background,1.00,0.0039
21,82,cucumber,0.85,0.0137
22,0,background,1.00,0.0039
23,82,cucumber,1.00,0.0111
24,47,pork,1.00,0.0035
25,0,background,1.00,0.0015
26,0,background,1.00,0.0008
27,47,pork,1.00,0.0076
28,58,bread,0.80,0.0228
29,0,background,1.00,0.0012
30,0,background,1.00,0.0031
31,46,steak,0.94,0.0192
32,46,steak,0.94,0.0193
33,82,cucumber,0.97,0.0056
34,47,pork,0.60,0.0832
35,0,background,1.00,0.0014
