id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,161643,201,8,438,450,570.0,442.5,1.0190898180007935,0.9876635074615479,0,0,640,480
1,43930,0,1,116,476,90.0,322.5,1.0171878337860107,0.9853007197380066,0,0,640,480
2,10149,0,311,84,167,50.0,367.5,1.0106492042541504,0.9836530685424805,0,0,640,480
3,4204,0,388,64,90,30.0,427.5,1.0079455375671387,0.9846698045730591,0,0,640,480
4,2451,523,81,64,50,570.0,127.5,1.0045889616012573,0.9826192259788513,0,0,640,480
5,2375,484,37,66,59,490.0,82.5,0.9961961507797241,0.9816513657569885,0,0,640,480
6,1075,587,85,27,59,590.0,112.5,0.9893879294395447,0.9907235503196716,0,0,640,480
7,1708,0,411,50,67,30.0,457.5,0.9882684350013733,0.9883653521537781,0,0,640,480
8,297,0,455,21,24,10.0,472.5,0.9860852360725403,0.9898989796638489,0,0,640,480
9,1188,490,78,46,38,510.0,82.5,0.9843519330024719,0.9775187373161316,0,0,640,480
10,1188,513,222,50,35,530.0,232.5,0.9835111498832703,0.9833472371101379,0,0,640,480
11,2342,530,126,77,49,550.0,142.5,0.982795000076294,0.9855871200561523,0,0,640,480
12,1602,484,188,41,54,490.0,202.5,0.9790665507316589,0.9863523840904236,0,0,640,480
13,20776,458,37,156,220,490.0,157.5,0.9789279699325562,0.9818771481513977,0,0,640,480
14,1772,299,456,151,14,350.0,457.5,0.9785873889923096,0.958791196346283,0,0,640,480
15,191,196,0,24,8,210.0,7.5,0.9774656891822815,0.984375,0,0,640,480
16,3869,458,116,79,112,490.0,127.5,0.976695716381073,0.978804886341095,0,0,640,480
17,1060,188,406,42,67,210.0,457.5,0.9756363034248352,0.9604415893554688,0,0,640,480
18,1424,208,446,50,32,230.0,457.5,0.972035825252533,0.988153338432312,0,0,640,480
19,3192,498,147,61,76,550.0,202.5,0.969593346118927,0.9746679067611694,0,0,640,480
20,265,184,468,26,11,190.0,472.5,0.9668025374412537,0.9962406158447266,0,0,640,480
21,3588,484,37,102,79,530.0,52.5,0.9631956815719604,0.9845389127731323,0,0,640,480
22,680,97,0,26,53,110.0,37.5,0.9630097150802612,0.9652174115180969,0,0,640,480
23,865,131,387,89,11,150.0,397.5,0.9608144164085388,0.9692132472991943,0,0,640,480
24,812,625,0,10,88,630.0,52.5,0.9587172865867615,0.9877899885177612,0,0,640,480
25,2577,451,436,149,33,530.0,457.5,0.9582675099372864,0.9507575631141663,0,0,640,480
26,321,299,9,51,9,330.0,7.5,0.9543011784553528,0.9814241528511047,0,0,640,480
27,606,259,451,39,17,270.0,457.5,0.9537192583084106,0.95652174949646,0,0,640,480
28,1723,131,448,117,30,150.0,472.5,0.9527652859687805,0.9753440618515015,0,0,640,480
29,439,267,8,31,17,270.0,22.5,0.9518076777458191,0.9931818246841431,0,0,640,480
30,1721,131,449,65,29,170.0,472.5,0.9506918787956238,0.9804147481918335,0,0,640,480
31,610,131,337,77,8,190.0,337.5,0.9504918456077576,0.9725806713104248,0,0,640,480
32,503,156,122,43,45,190.0,157.5,0.9497520327568054,0.974459707736969,0,0,640,480
33,270,494,456,22,23,510.0,472.5,0.9475625157356262,0.9852941036224365,0,0,640,480
34,318,0,396,19,24,10.0,412.5,0.9426777958869934,0.9628483057022095,0,0,640,480
35,4171,498,147,76,108,530.0,202.5,0.9400449991226196,0.959841251373291,0,0,640,480
36,792,196,0,34,44,210.0,22.5,0.9371715188026428,0.9677018523216248,0,0,640,480
37,999,620,0,15,88,630.0,67.5,0.935495913028717,0.9723320007324219,0,0,640,480
38,740,267,0,32,25,270.0,22.5,0.9337280988693237,0.9838926196098328,0,0,640,480
39,498,131,286,69,8,170.0,292.5,0.9192232489585876,0.9722772240638733,0,0,640,480
40,752,599,430,17,48,610.0,442.5,0.9092880487442017,0.9584954380989075,0,0,640,480
41,323,267,0,33,9,270.0,7.5,0.9086173176765442,0.9570552110671997,0,0,640,480
42,108,541,128,15,10,550.0,127.5,0.906819760799408,0.9541284441947937,0,0,640,480
43,980,131,436,113,17,190.0,442.5,0.9008250832557678,0.9532803297042847,0,0,640,480
44,1023,258,451,40,27,270.0,457.5,0.8902620077133179,0.9605389833450317,0,0,640,480
45,782,618,414,14,64,630.0,427.5,0.8843523859977722,0.9584382772445679,0,0,640,480
