[2025-07-15 14:05:08,742] [semantic.py:269] [INFO] running sam!
[2025-07-15 14:05:13,073] [semantic.py:287] [INFO] Processing 'assets/burger.jpg'...
[2025-07-15 14:07:19,246] [semantic.py:300] [INFO] sam done!

[2025-07-15 14:07:19,246] [semantic.py:303] [INFO] running semantic seg model!
[2025-07-15 14:07:44,488] [semantic.py:305] [INFO] semantic predict done!

[2025-07-15 14:07:44,488] [semantic.py:308] [INFO] enhance semantic masks
[2025-07-15 14:07:45,004] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/0 assign label: [ 58, bread, 0.94, 0.2676 ]
[2025-07-15 14:07:45,771] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/1 assign label: [ 0, background, 0.37, 0.4379 ]
[2025-07-15 14:07:45,872] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/2 assign label: [ 0, background, 0.98, 0.0680 ]
[2025-07-15 14:07:45,927] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/3 assign label: [ 0, background, 0.87, 0.0372 ]
[2025-07-15 14:07:46,043] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/4 assign label: [ 80, lettuce, 0.87, 0.0747 ]
[2025-07-15 14:07:46,044] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/5 assign label: [ 58, bread, 0.89, 0.0003 ]
[2025-07-15 14:07:46,045] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/6 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,046] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/7 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,047] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/8 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,049] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/9 assign label: [ 0, background, 1.00, 0.0006 ]
[2025-07-15 14:07:46,050] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/10 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,051] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/11 assign label: [ 58, bread, 0.86, 0.0003 ]
[2025-07-15 14:07:46,052] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/12 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,057] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/13 assign label: [ 80, lettuce, 0.99, 0.0028 ]
[2025-07-15 14:07:46,058] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/14 assign label: [ 0, background, 1.00, 0.0005 ]
[2025-07-15 14:07:46,059] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/15 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,066] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/16 assign label: [ 80, lettuce, 0.85, 0.0047 ]
[2025-07-15 14:07:46,529] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/17 assign label: [ 58, bread, 0.93, 0.2686 ]
[2025-07-15 14:07:46,593] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/18 assign label: [ 46, steak, 0.83, 0.0430 ]
[2025-07-15 14:07:46,594] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/19 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,595] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/20 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,596] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/21 assign label: [ 80, lettuce, 1.00, 0.0007 ]
[2025-07-15 14:07:46,597] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/22 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,598] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/23 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,662] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/24 assign label: [ 46, steak, 0.83, 0.0430 ]
[2025-07-15 14:07:46,773] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/25 assign label: [ 0, background, 0.98, 0.0683 ]
[2025-07-15 14:07:46,776] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/26 assign label: [ 80, lettuce, 0.99, 0.0023 ]
[2025-07-15 14:07:46,777] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/27 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,778] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/28 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,779] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/29 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,781] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/30 assign label: [ 58, bread, 1.00, 0.0005 ]
[2025-07-15 14:07:46,782] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/31 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,783] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/32 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,784] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/33 assign label: [ 58, bread, 0.98, 0.0004 ]
[2025-07-15 14:07:46,787] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/34 assign label: [ 80, lettuce, 0.75, 0.0022 ]
[2025-07-15 14:07:46,794] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/35 assign label: [ 80, lettuce, 0.92, 0.0050 ]
